,Product_name,Product_Description,Price_of_Product,Reviews_of_the_Product
326,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
327,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
328,"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)","SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)4.22,074 Ratings & 204 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹37,499₹45,99918% offFree deliverySave extra with combo offersUpto ₹33,500 Off on Exchange","₹37,499","4.22,074 Ratings & 204 Reviews"
329,"vivo V27 5G (Magic Blue, 256 GB)","vivo V27 5G (Magic Blue, 256 GB)4.43,306 Ratings & 352 Reviews12 GB RAM | 256 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty₹35,385₹40,99913% offFree deliveryOnly few leftBank Offer","₹35,385","4.43,306 Ratings & 352 Reviews"
330,"SAMSUNG Galaxy A54 5G (Awesome White, 256 GB)","SAMSUNG Galaxy A54 5G (Awesome White, 256 GB)4.22,074 Ratings & 204 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹37,499₹45,99918% offFree deliveryOnly few leftUpto ₹33,500 Off on Exchange","₹37,499","4.22,074 Ratings & 204 Reviews"
331,"vivo V27 Pro 5G (Magic Blue, 256 GB)","vivo V27 Pro 5G (Magic Blue, 256 GB)4.47,470 Ratings & 999 Reviews8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹36,870₹44,99918% offFree deliveryBig Saving DealOnly few left","₹36,870","4.47,470 Ratings & 999 Reviews"
332,"vivo V27 Pro 5G (Noble Black, 256 GB)","vivo V27 Pro 5G (Noble Black, 256 GB)4.47,470 Ratings & 999 Reviews8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹35,490₹44,99921% offFree deliveryBig Saving DealOnly few left","₹35,490","4.47,470 Ratings & 999 Reviews"
333,"vivo V27 Pro 5G (Magic Blue, 128 GB)","vivo V27 Pro 5G (Magic Blue, 128 GB)4.47,470 Ratings & 999 Reviews8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹34,999₹41,99916% offFree deliveryBig Saving DealOnly 5 left","₹34,999","4.47,470 Ratings & 999 Reviews"
334,"realme GT 2 Pro (Paper White, 256 GB)","realme GT 2 Pro (Paper White, 256 GB)4.41,053 Ratings & 157 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD Display50MP + 50MP + 2MP | 32MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 1 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories₹35,999₹66,99946% offFree deliveryUpto ₹35,000 Off on ExchangeBank Offer","₹35,999","4.41,053 Ratings & 157 Reviews"
335,"vivo V23 Pro 5G (Stardust Black, 128 GB)","vivo V23 Pro 5G (Stardust Black, 128 GB)4.33,982 Ratings & 415 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 12 GB16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹28,999₹41,99030% offFree deliveryBig Saving DealOnly few left","₹28,999","4.33,982 Ratings & 415 Reviews"
336,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceUpto ₹8,200 Off on Exchange","₹12,490","4.261,706 Ratings & 4,311 Reviews"
337,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
338,"SAMSUNG Galaxy S20+ (Cosmic Gray, 128 GB)","SAMSUNG Galaxy S20+ (Cosmic Gray, 128 GB)4.419,807 Ratings & 2,885 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Quad HD+ Display64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera4500 mAh Lithium-ion BatteryExynos 990 ProcessorSuper AMOLED Display1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹39,890₹83,00051% offFree deliverySave extra with combo offersOnly 1 left","₹39,890","4.419,807 Ratings & 2,885 Reviews"
339,"OPPO Reno5 Pro 5G (Starry Black, 128 GB)","OPPO Reno5 Pro 5G (Starry Black, 128 GB)4.49,718 Ratings & 1,204 Reviews8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4350 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1000+ (MT6889) Processor65W Super VOOC 2.0 Charging | ColorOS 11.1 (Based on Android 11)3D Borderless Sense Screen | AI Highlight Video (Ultra Night Video + Live HDR) | Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories₹35,990₹38,9907% off","₹35,990","4.49,718 Ratings & 1,204 Reviews"
340,"OnePlus 9 5G (Astral Black, 128 GB)","OnePlus 9 5G (Astral Black, 128 GB)3.9436 Ratings & 46 Reviews8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48MP Rear Camera4500 mAh Battery12 months₹37,999₹49,99924% offFree deliveryOnly 2 leftBank Offer","₹37,999",3.9436 Ratings & 46 Reviews
341,"realme GT NEO 2 (NEO Black, 256 GB)","realme GT NEO 2 (NEO Black, 256 GB)4.45,229 Ratings & 708 Reviews12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 870 Processor1 Year Warranty for Mobile and 6 Months for Accessories₹35,999₹38,9997% offFree deliveryBig Saving DealOnly 1 left","₹35,999","4.45,229 Ratings & 708 Reviews"
342,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceUpto ₹8,000 Off on Exchange","₹11,490","4.224,531 Ratings & 1,625 Reviews"
343,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceUpto ₹8,200 Off on Exchange","₹12,490","4.261,706 Ratings & 4,311 Reviews"
344,"realme GT NEO 2 (NEO Blue, 256 GB)","realme GT NEO 2 (NEO Blue, 256 GB)4.45,229 Ratings & 708 Reviews12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 870 Processor1 Year Warranty for Mobile and 6 Months for Accessories₹35,999₹38,9997% offFree deliveryBig Saving DealOnly few left","₹35,999","4.45,229 Ratings & 708 Reviews"
345,"OnePlus 6 (Mirror Black, 128 GB)","OnePlus 6 (Mirror Black, 128 GB)3.416 Ratings & 2 Reviews8 GB RAM | 128 GB ROM15.95 cm (6.28 inch) Display20MP + 20MP + 16MP | 16MP Front Camera3300 mAh Battery1 Year Brand Warranty₹37,999₹39,9995% offFree deliveryOnly 2 leftBank Offer","₹37,999",3.416 Ratings & 2 Reviews
346,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
347,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
348,"IQOO 3 (Quantum Silver, 128 GB)","IQOO 3 (Quantum Silver, 128 GB)4.518,211 Ratings & 2,856 Reviews8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories₹37,990","₹37,990","4.518,211 Ratings & 2,856 Reviews"
349,"OPPO Reno6 Pro 5G (Aurora, 256 GB)","OPPO Reno6 Pro 5G (Aurora, 256 GB)4.412,070 Ratings & 1,531 Reviews12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 Processor65W SuperVOOC 2.0 Charging3D Borderless ScreenBokeh Flare Portrait Video | AI Highlight Video | OPPO Reno Glow 2.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories₹39,990₹46,99014% off","₹39,990","4.412,070 Ratings & 1,531 Reviews"
350,"Huawei P9 (Mystic Silver, 32 GB)","Huawei P9 (Mystic Silver, 32 GB)4.5829 Ratings & 265 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP | 8MP Front Camera3000 mAh BatteryHUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹39,999₹40,9992% off","₹39,999",4.5829 Ratings & 265 Reviews
351,"vivo X21 (Black, 128 GB)","vivo X21 (Black, 128 GB)4.31,898 Ratings & 287 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.95 cm (6.28 inch) Full HD+ Display12MP + 5MP | 12MP Front Camera3200 mAh Li-ion BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹36,990","₹36,990","4.31,898 Ratings & 287 Reviews"
352,"APPLE iPhone 14 (Blue, 128 GB)","APPLE iPhone 14 (Blue, 128 GB)4.62,16,389 Ratings & 8,148 Reviews128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹57,999₹69,90017% offFree deliveryTop Discount of the SaleUpto ₹42,000 Off on Exchange","₹57,999","4.62,16,389 Ratings & 8,148 Reviews"
353,"APPLE iPhone 14 (Starlight, 128 GB)","APPLE iPhone 14 (Starlight, 128 GB)4.62,16,389 Ratings & 8,148 Reviews128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹58,999₹69,90015% offFree deliveryTop Discount of the SaleUpto ₹42,000 Off on Exchange","₹58,999","4.62,16,389 Ratings & 8,148 Reviews"
354,"APPLE iPhone 14 (Midnight, 128 GB)","APPLE iPhone 14 (Midnight, 128 GB)4.62,16,389 Ratings & 8,148 Reviews128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹58,999₹69,90015% offFree deliveryTop Discount of the SaleUpto ₹42,000 Off on Exchange","₹58,999","4.62,16,389 Ratings & 8,148 Reviews"
355,"APPLE iPhone 14 Plus (Blue, 128 GB)","APPLE iPhone 14 Plus (Blue, 128 GB)4.646,707 Ratings & 2,737 Reviews128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹63,999₹79,90019% offFree deliveryTop Discount of the SaleUpto ₹42,000 Off on Exchange","₹63,999","4.646,707 Ratings & 2,737 Reviews"
356,"MOTOROLA g54 5G (Mint Green, 256 GB)","MOTOROLA g54 5G (Mint Green, 256 GB)4.223,057 Ratings & 2,009 Reviews12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories₹15,999₹21,99927% off","₹15,999","4.223,057 Ratings & 2,009 Reviews"
357,"MOTOROLA Edge 40 Neo (Caneel Bay, 128 GB)","MOTOROLA Edge 40 Neo (Caneel Bay, 128 GB)4.46,742 Ratings & 1,136 Reviews8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories₹22,999₹27,99917% off","₹22,999","4.46,742 Ratings & 1,136 Reviews"
358,"realme C51 (Carbon Black, 64 GB)","realme C51 (Carbon Black, 64 GB)4.436,071 Ratings & 1,503 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display50MP + 0.08MP | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹7,999₹10,99927% offFree deliveryFestive Best PriceUpto ₹5,400 Off on Exchange","₹7,999","4.436,071 Ratings & 1,503 Reviews"
359,"realme C51 (Mint Green, 64 GB)","realme C51 (Mint Green, 64 GB)4.436,071 Ratings & 1,503 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display50MP + 0.08MP | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹7,999₹10,99927% offFree deliveryFestive Best PriceUpto ₹5,400 Off on Exchange","₹7,999","4.436,071 Ratings & 1,503 Reviews"
360,"vivo T2x 5G (Aurora Gold, 128 GB)","vivo T2x 5G (Aurora Gold, 128 GB)4.42,27,141 Ratings & 12,228 Reviews6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹12,999₹18,99931% off","₹12,999","4.42,27,141 Ratings & 12,228 Reviews"
361,"vivo T2x 5G (Glimmer Black, 128 GB)","vivo T2x 5G (Glimmer Black, 128 GB)4.42,27,141 Ratings & 12,228 Reviews6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹12,999₹18,99931% offFree deliveryFestive Best PriceNo Cost EMI from ₹4,333/month","₹12,999","4.42,27,141 Ratings & 12,228 Reviews"
362,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
363,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
364,"vivo T2x 5G (Marine Blue, 128 GB)","vivo T2x 5G (Marine Blue, 128 GB)4.42,27,141 Ratings & 12,228 Reviews6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹12,999₹18,99931% off","₹12,999","4.42,27,141 Ratings & 12,228 Reviews"
365,"APPLE iPhone 14 Plus (Starlight, 128 GB)","APPLE iPhone 14 Plus (Starlight, 128 GB)4.646,707 Ratings & 2,737 Reviews128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹63,999₹79,90019% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹7,111/month","₹63,999","4.646,707 Ratings & 2,737 Reviews"
366,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
367,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
368,"vivo T2x 5G (Glimmer Black, 128 GB)","vivo T2x 5G (Glimmer Black, 128 GB)4.41,21,629 Ratings & 6,388 Reviews4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹11,999₹17,99933% offFree deliveryFestive Best PriceNo Cost EMI from ₹4,000/month","₹11,999","4.41,21,629 Ratings & 6,388 Reviews"
369,"vivo T2x 5G (Aurora Gold, 128 GB)","vivo T2x 5G (Aurora Gold, 128 GB)4.41,21,629 Ratings & 6,388 Reviews4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹11,999₹17,99933% offFree deliveryFestive Best PriceNo Cost EMI from ₹4,000/month","₹11,999","4.41,21,629 Ratings & 6,388 Reviews"
370,"vivo T2x 5G (Marine Blue, 128 GB)","vivo T2x 5G (Marine Blue, 128 GB)4.41,21,629 Ratings & 6,388 Reviews4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories₹11,999₹17,99933% offFree deliveryFestive Best PriceNo Cost EMI from ₹4,000/month","₹11,999","4.41,21,629 Ratings & 6,388 Reviews"
371,"MOTOROLA g84 5G (Marshmallow Blue, 256 GB)","MOTOROLA g84 5G (Marshmallow Blue, 256 GB)4.216,003 Ratings & 1,738 Reviews12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year on Handset and 6 Months on Accessories₹18,999₹22,99917% off","₹18,999","4.216,003 Ratings & 1,738 Reviews"
372,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
373,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
374,"SAMSUNG Galaxy F04 (Opal Green, 64 GB)","SAMSUNG Galaxy F04 (Opal Green, 64 GB)4.271,382 Ratings & 3,999 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium-Ion BatteryMediatek Helio P35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹6,499₹11,49943% offFree deliveryFestive Best PriceNo Cost EMI from ₹2,167/month","₹6,499","4.271,382 Ratings & 3,999 Reviews"
375,"MOTOROLA g54 5G (Midnight Blue, 128 GB)","MOTOROLA g54 5G (Midnight Blue, 128 GB)4.216,236 Ratings & 1,670 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories₹13,999₹17,99922% off","₹13,999","4.216,236 Ratings & 1,670 Reviews"
376,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
377,"POCO X5 5G (Jaguar Black, 128 GB)","SponsoredPOCO X5 5G (Jaguar Black, 128 GB)4.230,156 Ratings & 2,349 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹13,999₹20,99933% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,334/month","₹13,999","4.230,156 Ratings & 2,349 Reviews"
